child_mort,exports,health,imports,income,inflation,life_expec,total_fer,gdpp
1.2666987876373508,-1.6711638607078152,0.402266388159911,0.0645862852549376,-1.3689350920346288,0.459415688701113,-1.5264547568431257,1.5440534180621452,-1.4622732139654602
-0.22099357350676196,-0.3800780790574296,0.034400501402048776,0.22687190076470018,0.01253818471577847,-0.15465938894845555,0.6217379716488802,-0.9928333390815159,-0.12113304653672452
0.21783353675770972,0.10560502733647671,-0.9911395217713341,-0.6105715880310545,0.23227507100581551,1.0597895416891747,0.6526978132289591,0.3131753364395717,-0.06319471622403783
1.5061856431753435,0.9430395992509512,-1.7276421319506146,-0.02662076473905035,-0.40825093683762337,1.5128430728900386,-1.2390450009108422,1.6231276238637076,-0.21966578158087857
-0.6373804691100983,0.38585046517340044,-0.16603047996951636,0.6415312161795171,0.5725827189431301,-0.723441523040401,0.6995533270342048,-0.3680629377918548,0.609228312428882
-0.33969717664236515,-0.9231161959594235,0.575338420946389,-1.6556379085569015,0.5538950449792013,1.4120224614694925,0.5453011136454676,-0.12070566706764453,0.4962072458034929
-0.14487683650357047,-0.7967624840680411,-0.8779298652323381,0.0825228157851098,-0.3074477767600068,0.2758596142259986,0.18324808371598866,-0.9325062992720817,-0.28118813676402626
-1.2771174537048993,-0.8622245895444502,0.7752173158572684,-1.274220457660878,1.282891602869167,-0.793126831887939,1.5944567299041967,-0.6042069382689755,1.5740881520463594
-1.3648066968292312,0.5926057074821117,1.422474874037594,0.19245286699684008,1.3235521130356591,-0.8701535630192692,1.3197775986467026,-1.3410212955140892,1.5066852590132873
0.5372208381563884,0.6930926965183412,-0.22593840102271212,-1.288659322958626,0.41739784344270897,0.8707299455685498,-0.3536030642886055,-0.6168385240449172,0.11708941201091543
-0.38300949863868605,-0.041719214588787704,0.5063733984430526,0.01017285607913292,0.7343931023319177,-1.3327889612916388,0.253026151353432,-0.6944294086795394,1.1632353635269417
-0.792316112249898,1.1491334484003157,-0.6123947581676419,0.32390144288346867,1.2759602953897322,0.23727487642128076,0.5757114426483289,-0.3351480615345284,0.9619164906374369
0.7407931705829087,-1.1339853262173831,-1.3332620066023042,-1.2102626780886498,-1.074609377323595,0.20144154122235203,-0.19659109062660637,-0.15952521800059374,-1.2506757785314215
-0.35800604335016506,0.15129431350489017,0.5327904674465324,0.23114939392801687,0.37862144449655,-1.040092247561417,0.6838792207470785,-0.8029416833260222,0.7901636029869581
-1.1667018823982978,0.5960215656941807,-0.3363245609789739,0.8481071413284547,0.4281956548008371,0.9794988413929722,-0.19659109062660637,-1.2529461623327502,0.13849352497238743
-1.3287415959033688,1.3328076838285512,1.3425924274214338,1.1972173796764853,1.2759602953897322,-0.6226308695402754,1.2312663768028091,-0.6944294086795394,1.4702308723901807
